id,title,release_date,budget,revenue,runtime,vote_average,vote_count,popularity,original_language,genres,production_companies,cast,director,producers,keywords,overview,roi,profit
153518,The Angry Birds Movie,2016-05-11,73000000,349779543,97.0,5.9,1022,45.720894,en,"['Family', 'Animation']","['Columbia Pictures', 'Rovio Entertainment', 'Sony Pictures Imageworks (SPI)']","['Jason Sudeikis', 'Josh Gad', 'Danny McBride', 'Maya Rudolph', 'Bill Hader']",Fergal Reilly,['John Cohen'],"['island', 'bird', 'pig', 'talking animal', 'based on video game', 'anger management', '3d']","An island populated entirely by happy, flightless birds or almost entirely. In this paradise, Red, a bird with a temper problem, speedy Chuck, and the volatile Bomb have always been outsiders. But when the island is visited by mysterious green piggies, it’s up to these unlikely outcasts to figure out what the pigs are up to.",3.791500589041096,276779543
8676,Fool's Gold,2008-02-07,70000000,111231041,112.0,5.4,444,21.789615,en,"['Romance', 'Comedy', 'Adventure']","['De Line Pictures', 'Warner Bros.']","['Matthew McConaughey', 'Kate Hudson', 'Donald Sutherland', 'Ewen Bremner', 'Alexis Dziena']",Andy Tennant,"['Donald De Line', 'Bernie Goldmann']","['helicopter', 'cemetery', 'boat', 'mexican standoff', 'sword', 'cave', 'shipwreck', 'yacht', 'bahamas', 'jet ski']","Treasure hunter Ben ""Finn"" Finnegan has sunk his marriage to Tess and his trusty boat in his obsessive quest to find the legendary Queen's Dowry. When he finds a vital clue that may finally pinpoint the treasure's whereabouts, he drags Tess and her boss, billionaire Nigel Honeycutt, along on the hunt. But Finn is not the only one interested in the gold; his former mentor-turned-enemy Moe Fitch will stop at nothing to beat him to it.",0.5890148714285715,41231041
20829,Funny People,2009-07-31,75000000,61458982,146.0,5.7,390,20.199057,en,"['Comedy', 'Drama']","['Columbia Pictures', 'Universal Pictures', 'Happy Madison Productions']","['Adam Sandler', 'Seth Rogen', 'Leslie Mann', 'Eric Bana', 'Jonah Hill']",Judd Apatow,"['Clayton Townsend', 'Barry Mendel']","['comedian', 'cancer', 'bromance', 'stand-up comedian']","Famous and wealthy funnyman George Simmons doesn't give much thought to how he treats people until a doctor delivers stunning health news, forcing George to reevaluate his priorities with a little help from aspiring stand-up comic Ira.",-0.18054690666666667,-13541018
4349,The Kingdom,2007-08-22,70000000,86658558,110.0,6.5,513,26.123705,en,"['Thriller', 'Action', 'Drama']","['Universal Pictures', 'Forward Pass', 'Relativity Media']","['Jamie Foxx', 'Jennifer Garner', 'Chris Cooper', 'Jason Bateman', 'Ali Suliman']",Peter Berg,"['Michael Mann', 'K.C. Hodenfield']","['assassination', 'assassin', 'terrorist', 'explosive', 'fbi', 'chase', 'saudi arabia', 'investigation', 'police', 'medical examiner']",A team of U.S. government agents is sent to investigate the bombing of an American facility in the Middle East.,0.2379794,16658558
9718,Talladega Nights: The Ballad of Ricky Bobby,2006-08-04,72500000,162966177,116.0,6.2,491,12.599836,en,['Comedy'],"['Columbia Pictures', 'Apatow Productions']","['Will Ferrell', 'John C. Reilly', 'Sacha Baron Cohen', 'Gary Cole', 'Michael Clarke Duncan']",Adam McKay,"['Judd Apatow', 'Jimmy Miller']","['north carolina', 'prayer', 'family dinner', 'advertising', 'divorce', 'motor', 'automobile racing', 'nascar', 'dog trainer', 'car movie']","Lifelong friends and national idols Ricky Bobby and Cal Naughton Jr. have earned their NASCAR stripes with their uncanny knack of finishing races in the first and second slots, respectively, and slinging catchphrases like ""Shake and bake!"" But when a rival French driver coasts onto the track to challenge their records, they'll have to floor it to retain their top-dog status.",1.2478093379310344,90466177
10808,Dr. Dolittle 2,2001-06-22,70000000,176104344,87.0,4.9,410,13.543053,en,"['Comedy', 'Family', 'Romance', 'Fantasy']","['Twentieth Century Fox Film Corporation', 'Joseph M. Singer Entertainment', 'Davis Entertainment']","['Eddie Murphy', 'Kristen Wilson', 'Raven-Symoné', 'Kyla Pratt', 'Mandy Moore']",Steve Carr,"['John Davis', 'Joseph Singer']","['veterinarian', 'forest', 'bear', 'animal', 'animal protection']","Dr. John Dolittle the beloved doctor is back, but this time around he plays cupid to bumbling circus bear Archie as he's so smitten by a Pacific Western bear female, Ava. Dr. Dolittle must help a group of forest creatures to save their forest. But with the aid of his mangy, madcap animal friends, Dr. Dolittle must teach Archie the ways of true romance in time to save his species and his home before their habit is gone. So John held a meeting for every animal in the forest to not give up without a fight no matter what kind of animal expression they have and everyone agrees to do it and save their home.",1.515776342857143,106104344
197,Braveheart,1995-05-24,72000000,210000000,177.0,7.7,3336,60.722162,en,"['Action', 'Drama', 'History', 'War']","['Icon Entertainment International', 'The Ladd Company', 'B.H. Finance C.V.']","['Mel Gibson', 'Catherine McCormack', 'Sophie Marceau', 'Patrick McGoohan', 'Angus Macfadyen']",Mel Gibson,"['Mel Gibson', 'Bruce Davey']","['individual', 'scotland', 'in love with enemy', 'legend', 'independence', 'idealism', 'revolt', 'tyranny']","Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.",1.9166666666666667,138000000
25,Jarhead,2005-11-04,72000000,96889998,125.0,6.6,765,32.227223,en,"['Drama', 'War']","['Universal Pictures', 'Neal Street Productions', 'Red Wagon Entertainment']","['Jamie Foxx', 'Jake Gyllenhaal', 'Scott MacDonald', 'Lucas Black', 'Peter Sarsgaard']",Sam Mendes,"['Sam Mendes', 'Bobby Cohen']","['sniper', 'marine corps', 'saudi arabia', 'petrol', 'golf war', 'u.s. marine']","Jarhead is a film about a US Marine Anthony Swofford’s experience in the Gulf War. After putting up with an arduous boot camp, Swafford and his unit are sent to the Persian Gulf where they are earger to fight but are forced to stay back from the action. Meanwhile Swofford gets news of his girlfriend is cheating on him. Desperately he wants to kill someone and finally put his training to use.",0.34569441666666667,24889998
35,The Simpsons Movie,2007-07-25,75000000,527068851,87.0,6.9,2264,46.875375,en,"['Animation', 'Comedy', 'Family']","['Gracie Films', 'Twentieth Century Fox Film Corporation']","['Dan Castellaneta', 'Julie Kavner', 'Nancy Cartwright', 'Yeardley Smith', 'Hank Azaria']",David Silverman,"['Matt Groening', 'James L. Brooks']","['father son relationship', 'lake', 'springfield', 'the simpsons', 'duff beer', 'garbage', 'pig', 'pollution', 'environmental protection agency', 'quarantine']","After Homer accidentally pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpsons are declared fugitives.",6.02758468,452068851
11086,The Majestic,2001-12-21,72000000,37317558,152.0,6.6,188,11.215702,en,"['Drama', 'Romance']","['Village Roadshow Pictures', 'Castle Rock Entertainment', 'NPV Entertainment']","['Jim Carrey', 'Martin Landau', 'Laurie Holden', 'David Ogden Stiers', 'Hal Holbrook']",Frank Darabont,['Frank Darabont'],"['california', 'falsely accused', 'prosecution', 'anti-communism', 'hollywood', 'writer']","Set in 1951, a blacklisted Hollywood writer gets into a car accident, loses his memory and settles down in a small town where he is mistaken for a long-lost son.",-0.4817005833333333,-34682442
10477,Driven,2001-04-27,94000000,54744738,116.0,4.5,179,8.468586,en,['Action'],"['Epsilon Motion Pictures', 'Franchise Pictures', 'Trackform Film Productions']","['Kip Pardue', 'Robert Sean Leonard', 'Til Schweiger', 'Estella Warren', 'Sylvester Stallone']",Renny Harlin,"['Sylvester Stallone', 'Renny Harlin']","['competition', 'running', 'career', 'idol', 'racing car']","Talented rookie race-car driver Jimmy Bly has started losing his focus and begins to slip in the race rankings. It's no wonder, with the immense pressure being shoveled on him by his overly ambitious promoter brother as well as Bly's romance with his arch rival's girlfriend Sophia. With much riding on Bly, car owner Carl Henry brings former racing star Joe Tanto on board to help Bly. To drive Bly back to the top of the rankings, Tanto must first deal with the emotional scars left over from a tragic racing accident which nearly took his life.",-0.41760917021276595,-39255262
1997,Two Brothers,2004-04-07,74500000,62172050,109.0,6.9,180,8.884318,en,"['Adventure', 'Drama', 'Family']","['Pathé Renn Productions', 'TF1 Films Production', 'Canal+']","['Maï Anh Le', 'Guy Pearce', 'Oanh Nguyen', ""Jaran 'See Tao' Petcharoen"", 'Stéphanie Lagarde']",Jean-Jacques Annaud,"['Jean-Jacques Annaud', 'Jake Eberts']","['brother brother relationship', 'loss of brother', 'cambodia', 'chase', 'tiger', 'governor', 'royalty', 'travelling circus', 'archaeologist']","Two tigers are separated as cubs and taken into captivity, only to be reunited years later as enemies by an explorer (Pearce) who inadvertently forces them to fight each other.",-0.16547583892617448,-12327950
6947,The Village,2004-07-30,60000000,256697520,108.0,6.2,1071,27.491891,en,"['Drama', 'Mystery', 'Thriller']","['Scott Rudin Productions', 'Touchstone Pictures', 'Blinding Edge Pictures']","['Bryce Dallas Howard', 'Joaquin Phoenix', 'Adrien Brody', 'William Hurt', 'Sigourney Weaver']",M. Night Shyamalan,"['Sam Mercer', 'Scott Rudin']","['secret', 'forest', 'rural setting', 'blindness', 'courtship', 'mentally handicapped man', 'human nature', 'aura', 'romantic', 'village council']","When a willful young man tries to venture beyond his sequestered Pennsylvania hamlet, his actions set off a chain of chilling incidents that will alter the community forever.",3.278292,196697520
3050,Doctor Dolittle,1998-06-22,71000000,294456605,85.0,5.4,686,21.462935,en,"['Comedy', 'Family', 'Fantasy']","['Twentieth Century Fox Film Corporation', 'Joseph M. Singer Entertainment', 'Davis Entertainment']","['Eddie Murphy', 'Ossie Davis', 'Oliver Platt', 'Peter Boyle', 'Richard Schiff']",Betty Thomas,"['John Davis', 'David T. Friendly']","['talking to animals', 'woman director']","A successful physician and devoted family man, John Dolittle (Eddie Murphy) seems to have the world by the tail, until a long suppressed talent he possessed as a child, the ability to communicate with animals is suddenly reawakened with a vengeance! Now every creature within squawking distance wants the good doctor's advice, unleashing an outrageous chain of events that turns his world upside down!",3.1472761267605636,223456605
2675,Signs,2002-08-02,72000000,408247917,106.0,6.4,1599,28.848187,en,"['Drama', 'Thriller', 'Science Fiction', 'Mystery']","['Kennedy/Marshall Company, The', 'Touchstone Pictures', 'Blinding Edge Pictures']","['Mel Gibson', 'Joaquin Phoenix', 'Rory Culkin', 'Abigail Breslin', 'Cherry Jones']",M. Night Shyamalan,"['Sam Mercer', 'Frank Marshall']","['symbolism', 'water', 'farm', 'faith', 'alien', 'family relationships', 'rural setting', 'alien invasion', 'rural', 'crop circle']",A family living on a farm finds mysterious crop circles in their fields which suggests something more frightening to come.,4.670109958333334,336247917
809,Shrek 2,2004-05-19,150000000,919838758,93.0,6.7,2988,47.320801,en,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']","['DreamWorks SKG', 'Pacific Data Images (PDI)', 'DreamWorks Animation']","['Mike Myers', 'Eddie Murphy', 'Cameron Diaz', 'Julie Andrews', 'Antonio Banderas']",Andrew Adamson,"['Aron Warner', 'John H. Williams']","['prison', 'magic', 'liberation', 'honeymoon', 'parents-in-law', 'kingdom', 'enchantment', 'dancing scene', 'transformation', 'fairy-tale figure']","Shrek, Fiona and Donkey set off to Far, Far Away to meet Fiona's mother and father. But not everyone is happy. Shrek and the King find it hard to get along, and there's tension in the marriage. The fairy godmother discovers that Shrek has married Fiona instead of her Son Prince Charming and sets about destroying their marriage.",5.132258386666667,769838758
920,Cars,2006-06-08,120000000,461983149,117.0,6.6,3877,82.643036,en,"['Animation', 'Adventure', 'Comedy', 'Family']","['Walt Disney Pictures', 'Pixar Animation Studios']","['Owen Wilson', 'Paul Newman', 'Bonnie Hunt', 'Larry the Cable Guy', 'Tony Shalhoub']",John Lasseter,['Darla K. Anderson'],"['car race', 'car journey', 'village and town', 'auto', 'route 66', 'wrecker', 'porsche', 'retirement', 'media', 'friendship']","Lightning McQueen, a hotshot rookie race car driven to succeed, discovers that life is about the journey, not the finish line, when he finds himself unexpectedly detoured in the sleepy Route 66 town of Radiator Springs. On route across the country to the big Piston Cup Championship in California to compete against two seasoned pros, McQueen gets to know the town's offbeat characters.",2.849859575,341983149
4806,Runaway Bride,1999-07-30,70000000,309457509,116.0,5.7,455,20.230535,en,"['Comedy', 'Romance']","['Paramount Pictures', 'Lakeshore Entertainment', 'Touchstone Pictures']","['Julia Roberts', 'Richard Gere', 'Joan Cusack', 'Rita Wilson', 'Héctor Elizondo']",Garry Marshall,"['Tom Rosenberg', 'Scott Kroopf']","['small town', 'self-discovery', 'just married', 'reporter', 'wedding', 'relationship']","Ike Graham, New York columnist, writes his text always at the last minute. This time, a drunken man in his favourite bar tells Ike about Maggie Carpenter, a woman who always flees from her grooms in the last possible moment. Ike, who does not have the best opinion about females anyway, writes an offensive column without researching the subject thoroughly.",3.4208215571428573,239457509
7451,xXx,2002-08-09,70000000,277448382,124.0,5.8,1424,46.217769,en,"['Action', 'Adventure', 'Thriller']","['Columbia Pictures', 'Original Film', 'Revolution Studios']","['Vin Diesel', 'Asia Argento', 'Samuel L. Jackson', 'Danny Trejo', 'Leila Arcieri']",Rob Cohen,['Neal H. Moritz'],"['sports car', 'biological weapon', 'cold war', 'russian', 'prague', 'mission', 'athlete', 'nsa agent', 'adrenaline junkie', 'thrill seeker']","Xander Cage is your standard adrenaline junkie with no fear and a lousy attitude. When the US Government ""recruits"" him to go on a mission, he's not exactly thrilled. His mission: to gather information on an organization that may just be planning the destruction of the world, led by the nihilistic Yorgi.",2.963548314285714,207448382
228165,The SpongeBob Movie: Sponge Out of Water,2015-02-05,74000000,311594032,93.0,5.8,719,36.952268,en,"['Animation', 'Adventure', 'Comedy', 'Family']","['Paramount Pictures', 'Nickelodeon Movies', 'Nickelodeon Animation Studios']","['Tom Kenny', 'Bill Fagerbakke', 'Rodger Bumpass', 'Clancy Brown', 'Carolyn Lawrence']",Paul Tibbitt,"['Mary Parent', 'Nan Morales']","['ocean', 'sea', 'star', 'water', 'comedy', 'sponge', 'spongebob', 'live action and animation']","Burger Beard is a pirate who is in search of the final page of a magical book that makes any evil plan he writes in it come true, which happens to be the Krabby Patty secret formula. When the entire city of Bikini Bottom is put in danger, SpongeBob, Patrick, Mr. Krabs, Squidward, Sandy, and Plankton need to go on a quest that takes them to the surface. In order to get back the recipe and save their city, the gang must retrieve the book and transform themselves into superheroes.",3.2107301621621622,237594032
3595,Ransom,1996-11-08,80000000,309492681,117.0,6.4,470,16.411345,en,"['Action', 'Thriller']","['Touchstone Pictures', 'Brian Grazer/Scott Rudin Productions']","['Mel Gibson', 'Gary Sinise', 'Delroy Lindo', 'Rene Russo', 'Lili Taylor']",Ron Howard,"['Brian Grazer', 'Scott Rudin']","['bounty', 'loss of child', 'yellow press', 'fbi', 'baby-snatching', 'suspense', 'fbi agent', 'millionaire']","When a rich man's son is kidnapped, he cooperates with the police at first but then tries a unique tactic against the criminals.",2.8686585125,229492681
16869,Inglourious Basterds,2009-08-18,70000000,319131050,153.0,7.9,6430,72.595961,en,"['Drama', 'Action', 'Thriller', 'War']","['Universal Pictures', 'A Band Apart', 'The Weinstein Company']","['Brad Pitt', 'Mélanie Laurent', 'Christoph Waltz', 'Eli Roth', 'Michael Fassbender']",Quentin Tarantino,['Lawrence Bender'],"['paris', 'guerrilla', 'cinema', 'self sacrifice', 'dynamite', 'mexican standoff', 'world war ii', 'jew persecution', 'jew', 'nazis']","In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.",3.559015,249131050
879,Hook,1991-12-11,70000000,300854823,144.0,6.6,1532,33.648404,en,"['Adventure', 'Fantasy', 'Comedy', 'Family']","['Amblin Entertainment', 'TriStar Pictures']","['Robin Williams', 'Dustin Hoffman', 'Julia Roberts', 'Bob Hoskins', 'Maggie Smith']",Steven Spielberg,"['Bruce Cohen', 'Kathleen Kennedy']","['flying', 'swordplay', 'sword', 'fantasy', 'peter pan', 'daughter', 'fairy-tale figure', 'rescue']","The boy who wasn't supposed to grow up—Peter Pan—did just that, becoming a soulless corporate lawyer whose workaholism could cost him his wife and kids. But a trip to see Granny Wendy in London, where the vengeful Capt. Hook kidnaps Peter's kids and forces Peter to return to Neverland, could lead to a chance at redemption, in this family-oriented fantasy from director Steven Spielberg.",3.2979260428571426,230854823
1573,Die Hard 2,1990-07-02,70000000,240031094,124.0,6.6,1896,57.69847,en,"['Action', 'Thriller']","['Twentieth Century Fox Film Corporation', 'Gordon Company', 'Silver Pictures']","['Bruce Willis', 'Bonnie Bedelia', 'William Atherton', 'Reginald VelJohnson', 'Franco Nero']",Renny Harlin,"['Joel Silver', 'Lawrence Gordon']","['ambush', 'helicopter', 'journalist', 'based on novel', 'airport', 'hand grenade', 'fistfight', 'cop', 'sequel', 'snow']","John McClane is an off-duty cop gripped with a feeling of déjà vu when on a snowy Christmas Eve in the nation's capital, terrorists seize a major international airport, holding thousands of holiday travelers hostage. Renegade military commandos led by a murderous rogue officer plot to rescue a drug lord from justice and are prepared for every contingency except one: McClane's smart-mouthed heroics.",2.4290156285714284,170031094
9257,S.W.A.T.,2003-08-08,80000000,116643346,117.0,5.8,770,34.052253,en,"['Action', 'Thriller', 'Crime']","['Original Film', 'Columbia Pictures Corporation', 'Camelot Pictures']","['Samuel L. Jackson', 'Colin Farrell', 'Michelle Rodriguez', 'LL Cool J', 'Josh Charles']",Clark Johnson,"['Dan Halsted', 'Neal H. Moritz']","['liberation', 'transport of prisoners', 'special unit', 'weapon', 'los angeles']","Hondo Harrelson recruits Jim Street to join an elite unit of the Los Angeles Police Department. Together they seek out more members, including tough Deke Kay and single mom Chris Sanchez. The team's first big assignment is to escort crime boss Alex Montel to prison. It seems routine, but when Montel offers a huge reward to anyone who can break him free, criminals of various stripes step up for the prize.",0.458041825,36643346
1903,Vanilla Sky,2001-12-10,68000000,203388341,136.0,6.5,1078,27.299301,en,"['Drama', 'Mystery', 'Romance', 'Science Fiction', 'Thriller']","['Paramount Pictures', 'Cruise-Wagner Productions', 'Vinyl Films']","['Tom Cruise', 'Penélope Cruz', 'Cameron Diaz', 'Kurt Russell', 'Jason Lee']",Cameron Crowe,"['Tom Cruise', 'Paula Wagner']","['amnesia', 'ex-girlfriend', 'virtual reality']","David Aames (Tom Cruise) has it all: wealth, good looks and gorgeous women on his arm. But just as he begins falling for the warmhearted Sofia (Penelope Cruz), his face is horribly disfigured in a car accident. That's just the beginning of his troubles as the lines between illusion and reality, between life and death, are blurred.",1.9910050147058824,135388341
9697,Lady in the Water,2006-07-21,75000000,42285169,110.0,5.3,409,20.219385,en,"['Drama', 'Thriller', 'Fantasy', 'Mystery']","['Legendary Pictures', 'Warner Bros.', 'Blinding Edge Pictures']","['Paul Giamatti', 'Jeffrey Wright', 'Bob Balaban', 'Sarita Choudhury', 'Cindy Cheung']",M. Night Shyamalan,"['Sam Mercer', 'M. Night Shyamalan']","['fortune teller', 'religion and supernatural', 'supernatural powers', 'mythical creature', 'hell', 'swimming pool', 'nixe', 'aftercreditsstinger']","Apartment building superintendent Cleveland Heep rescues what he thinks is a young woman from the pool he maintains. When he discovers that she is actually a character from a bedtime story who is trying to make the journey back to her home, he works with his tenants to protect his new friend from the creatures that are determined to keep her in our world.",-0.43619774666666666,-32714831
395,AVP: Alien vs. Predator,2004-08-12,70000000,171183863,101.0,5.5,1217,42.957216,en,"['Adventure', 'Science Fiction', 'Action']","['Impact Pictures', 'Studio Babelsberg', 'Twentieth Century Fox Film Corporation']","['Sanaa Lathan', 'Raoul Bova', 'Ewen Bremner', 'Colin Salmon', 'Tommy Flanagan']",Paul W.S. Anderson,"['David Giler', 'Walter Hill']","['saving the world', 'predator', 'laserpointer', 'space marine', 'pyramid', 'praise', 'alien', 'xenomorph']","When scientists discover something in the Arctic that appears to be a buried Pyramid, they send a research team out to investigate. Little do they know that they are about to step into a hunting ground where Aliens are grown as sport for the Predator race.",1.4454837571428572,101183863
23398,Alvin and the Chipmunks: The Squeakquel,2009-12-21,75000000,443140005,88.0,5.4,666,29.412262,en,"['Comedy', 'Family', 'Animation', 'Fantasy', 'Music']","['Regency Enterprises', 'Fox 2000 Pictures', 'Bagdasarian Productions']","['Zachary Levi', 'David Cross', 'Jason Lee', 'Justin Long', 'Matthew Gray Gubler']",Betty Thomas,"['Ross Bagdasarian, Jr.', 'Janice Karman']","['chipmunk', 'cgi', 'based on tv series', 'aftercreditsstinger', 'duringcreditsstinger', 'woman director']","Pop sensations Alvin, Simon and Theodore end up in the care of Dave Seville's twenty-something nephew Toby. The boys must put aside music super stardom to return to school, and are tasked with saving the school's music program by winning the $25,000 prize in a battle of the bands. But the Chipmunks unexpectedly meet their match in three singing chipmunks known as The Chipettes - Brittany, Eleanor and Jeanette. Romantic and musical sparks are ignited when the Chipmunks and Chipettes square off.",4.9085334,368140005
10590,We Were Soldiers,2002-03-01,75000000,114660784,138.0,6.7,521,19.708731,en,"['Action', 'History', 'War']","['Icon Entertainment International', 'Wheelhouse Entertainment', 'Motion Picture Production GmbH & Co. Erste KG']","['Mel Gibson', 'Greg Kinnear', 'Madeleine Stowe', 'Sam Elliott', 'Chris Klein']",Randall Wallace,"['Randall Wallace', 'Bruce Davey']","['vietnam veteran', 'missile', 'vietnam war', 'army', 'major', 'based on true story', 'steel helmet', 'soldier', 'explosion', 'battle']",The story of the first major battle of the American phase of the Vietnam War and the soldiers on both sides that fought it.,0.5288104533333333,39660784
117263,Olympus Has Fallen,2013-03-20,70000000,161025640,120.0,6.2,2981,59.428223,en,"['Action', 'Thriller']","['Nu Image Films', 'Millennium Films']","['Gerard Butler', 'Aaron Eckhart', 'Angela Bassett', 'Morgan Freeman', 'Radha Mitchell']",Antoine Fuqua,"['Gerard Butler', 'Danny Lerner']","['white house', 'secret service', 'terrorist attack']","When the White House (Secret Service Code: ""Olympus"") is captured by a terrorist mastermind and the President is kidnapped, disgraced former Presidential guard Mike Banning finds himself trapped within the building. As the national security team scrambles to respond, they are forced to rely on Banning's inside knowledge to help retake the White House, save the President and avert an even bigger disaster.",1.3003662857142857,91025640
200,Star Trek: Insurrection,1998-12-10,70000000,118000000,103.0,6.3,391,19.711951,en,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",['Paramount Pictures'],"['Patrick Stewart', 'Jonathan Frakes', 'Brent Spiner', 'LeVar Burton', 'Michael Dorn']",Jonathan Frakes,"['Rick Berman', 'Peter Lauritson']","['space opera', 'retribution', 'spacecraft officer', 'exploding ship']","When an alien race and factions within Starfleet attempt to take over a planet that has ""regenerative"" properties, it falls upon Captain Picard and the crew of the Enterprise to defend the planet's people as well as the very ideals upon which the Federation itself was founded.",0.6857142857142857,48000000
44943,Battle: Los Angeles,2011-03-08,70000000,202466756,116.0,5.5,1448,49.199234,en,"['Action', 'Science Fiction']","['Columbia Pictures', 'Original Film', 'Relativity Media']","['Aaron Eckhart', 'Ramón Rodríguez', 'Will Rothhaar', 'Cory Hardrict', 'Jim Parrack']",Jonathan Liebesman,"['Neal H. Moritz', 'Jeffrey Chernov']","['saving the world', 'hero', 'marine corps', 'chaos', 'retirement', 'survivor', 'meteor', 'space invasion', 'alien', 'battlefield']","The Earth is attacked by unknown forces. As people everywhere watch the world's great cities fall, Los Angeles becomes the last stand for mankind in a battle no one expected. It's up to a Marine staff sergeant and his new platoon to draw a line in the sand as they take on an enemy unlike any they've ever encountered before.",1.8923822285714287,132466756
587,Big Fish,2003-12-25,70000000,122919055,125.0,7.6,1994,46.199482,en,"['Adventure', 'Fantasy', 'Drama']","['Columbia Pictures', 'The Zanuck Company', 'Jinks/Cohen Company']","['Ewan McGregor', 'Albert Finney', 'Billy Crudup', 'Jessica Lange', 'Helena Bonham Carter']",Tim Burton,"['Bruce Cohen', 'Dan Jinks']","['circus', 'father son relationship', 'witch', 'fish', 'fishing', ""love of one's life"", 'leech', 'story teller', 'apoplectic stroke', 'fair']","Throughout his life Edward Bloom has always been a man of big appetites, enormous passions and tall tales. In his later years, he remains a huge mystery to his son, William. Now, to get to know the real man, Will begins piecing together a true picture of his father from flashbacks of his amazing adventures.",0.7559865,52919055
10395,Wolf,1994-06-17,0,0,125.0,6.0,216,13.758526,en,['Fantasy'],['Columbia Pictures'],"['Jack Nicholson', 'Christopher Plummer', 'James Spader', 'Michelle Pfeiffer', 'Kate Nelligan']",Mike Nichols,['Douglas Wick'],"['adultery', 'heal', 'bite', 'werewolf']",Publisher Will Randall becomes a werewolf and has to fight to keep his job.,,0
57212,War Horse,2011-12-25,66000000,177584879,146.0,7.0,992,29.505574,en,"['Drama', 'War']","['DreamWorks SKG', 'Amblin Entertainment', 'Reliance Entertainment']","['Tom Hiddleston', 'Benedict Cumberbatch', 'Toby Kebbell', 'Emily Watson', 'Jeremy Irvine']",Steven Spielberg,"['Steven Spielberg', 'Kathleen Kennedy']","['world war i', 'horse', 'farm life', 'execution', 'trapped', 'alcoholic', 'cavalry', 'plowing', 'artillery']","Follows a young man named Albert and his horse, Joey, and how their bond is broken when Joey is sold to the cavalry and sent to the trenches of World War One. Despite being too young to enlist, Albert heads to France to save his friend.",1.6906799848484848,111584879
152760,The Monuments Men,2014-01-24,70000000,154984035,118.0,5.8,1523,43.873266,en,"['War', 'Drama', 'History', 'Action']","['Columbia Pictures', 'Studio Babelsberg', 'Fox 2000 Pictures']","['Matt Damon', 'Cate Blanchett', 'George Clooney', 'Bill Murray', 'John Goodman']",George Clooney,"['George Clooney', 'Grant Heslov']","['world war ii', 'nazis', 'art theft', 'post world war ii']","Based on the true story of the greatest treasure hunt in history, The Monuments Men is an action drama focusing on seven over-the-hill, out-of-shape museum directors, artists, architects, curators, and art historians who went to the front lines of WWII to rescue the world’s artistic masterpieces from Nazi thieves and return them to their rightful owners.  With the art hidden behind enemy lines, how could these guys hope to succeed?",1.2140576428571428,84984035
2756,The Abyss,1989-08-09,70000000,90000098,139.0,7.1,808,24.961625,en,"['Adventure', 'Action', 'Thriller', 'Science Fiction']","['Twentieth Century Fox Film Corporation', 'Lightstorm Entertainment', 'Pacific Western']","['Ed Harris', 'Mary Elizabeth Mastrantonio', 'Michael Biehn', 'Leo Burmester', 'Todd Graff']",James Cameron,"['Gale Anne Hurd', 'Van Ling']","['ocean', 'sea', 'diving suit', 'flying saucer', 'nuclear missile', 'alien life-form', 'insanity', 'scuba diving', 'underwater', 'scuba']","A civilian oil rig crew is recruited to conduct a search and rescue effort when a nuclear submarine mysteriously sinks. One diver soon finds himself on a spectacular odyssey 25,000 feet below the ocean's surface where he confronts a mysterious force that has the power to change the world or destroy it.",0.28571568571428574,20000098
33909,Wall Street: Money Never Sleeps,2010-09-02,70000000,134748021,133.0,5.8,493,23.25645,en,"['Drama', 'Crime']","['Twentieth Century Fox Film Corporation', 'Dune Entertainment', 'Dune Entertainment III']","['Michael Douglas', 'Shia LaBeouf', 'Josh Brolin', 'Carey Mulligan', 'Frank Langella']",Oliver Stone,[],['duringcreditsstinger'],"As the global economy teeters on the brink of disaster, a young Wall Street trader partners with disgraced former Wall Street corporate raider Gordon Gekko on a two tiered mission: To alert the financial community to the coming doom, and to find out who was responsible for the death of the young trader's mentor.",0.9249717285714286,64748021
49017,Dracula Untold,2014-10-01,70000000,215529201,92.0,6.2,2389,64.457947,en,"['Horror', 'Action', 'Drama', 'Fantasy', 'War']","['Universal Pictures', 'Legendary Pictures', 'Fuji Television Network']","['Luke Evans', 'Sarah Gadon', 'Dominic Cooper', 'Art Parkinson', 'Charles Dance']",Gary Shore,['Michael De Luca'],"['vampire', 'dracula', 'bite', 'battle', '15th century', 'ottoman empire', 'vlad', 'fang vamp', 'tepes']","Vlad Tepes is a great hero, but when he learns the Sultan is preparing for battle and needs to form an army of 1,000 boys, including Vlad's son, he vows to find a way to protect his family. Vlad turns to dark forces in order to get the power to destroy his enemies and agrees to go from hero to monster as he's turned into the mythological vampire Dracula.",2.078988585714286,145529201
