id,title,release_date,budget,revenue,runtime,vote_average,vote_count,popularity,original_language,genres,production_companies,cast,director,producers,keywords,overview,roi,profit,success,release_year,release_month,release_quarter,budget_category,num_genres,num_production_companies,star_power,budget_per_minute,popularity_per_vote,genre_Foreign,genre_Crime,genre_Western,genre_Fantasy,genre_Drama,genre_Science Fiction,genre_History,genre_War,genre_Family,genre_Thriller,genre_Animation,genre_Mystery,genre_Romance,genre_Music,genre_Adventure,genre_Action,genre_Comedy,genre_Documentary,genre_Horror,is_english,month_sin,month_cos
10398,Double Jeopardy,1999-09-24,70000000,177841558,105.0,6.2,278,19.439386,en,"['Crime', 'Drama', 'Mystery', 'Thriller']",['Paramount Pictures'],"['Tommy Lee Jones', 'Ashley Judd', 'Bruce Greenwood', 'Annabeth Gish', 'Benjamin Weir']",Bruce Beresford,['Leonard Goldberg'],"['prison', 'sailboat', 'sailing trip', 'new orleans', ""women's prison"", 'probation', 'murder hunt']","A woman framed for her husband's murder suspects he is still alive; as she has already been tried for the crime, she can't be re-prosecuted if she finds and kills him.",1.5405936857142857,107841558,0,1999,9,3,High,4,1,5.631211781821365,666666.6666666666,0.06967521863799282,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,-1.0,-1.8369701987210297e-16
165,Back to the Future Part II,1989-11-20,40000000,332000000,108.0,7.4,3829,43.345252,en,"['Adventure', 'Comedy', 'Family', 'Science Fiction']","['Universal Pictures', 'Amblin Entertainment', 'U-Drive Productions']","['Michael J. Fox', 'Christopher Lloyd', 'Lea Thompson', 'Elisabeth Shue', 'James Tolkan']",Robert Zemeckis,"['Bob Gale', 'Neil Canton']","['skateboarding', 'flying car', 'car race', 'delorean', 'lightning', 'almanac', 'inventor', 'time travel', 'sequel', 'diner']","Marty and Doc are at it again in this wacky sequel to the 1985 blockbuster as the time-traveling duo head to 2015 to nip some McFly family woes in the bud. But things go awry thanks to bully Biff Tannen and a pesky sports almanac. In a last-ditch attempt to set things straight, Marty finds himself bound for 1955 and face to face with his teenage parents -- again.",7.3,292000000,1,1989,11,4,Medium,4,3,8.250620082174692,370370.3703703704,0.011317298172323761,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,-0.5000000000000004,0.8660254037844384
240832,Lucy,2014-07-14,40000000,126546825,89.0,6.3,5878,115.241998,en,"['Action', 'Science Fiction']","['Universal Pictures', 'TF1 Films Production', 'Canal+']","['Scarlett Johansson', 'Morgan Freeman', 'Choi Min-sik', 'Amr Waked', 'Julian Rhind-Tutt']",Luc Besson,['Virginie Besson-Silla'],"['artificial intelligence', 'telepathy', 'intelligence', 'drug mule', 'telekinesis', 'futuristic', 'drug', 'superpower', 'tough girl', 'imax']","A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.",2.163670625,86546825,1,2014,7,3,Medium,2,3,8.679141958402255,449438.202247191,0.019602312978397686,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.4999999999999997,-0.8660254037844388
216015,Fifty Shades of Grey,2015-02-11,40000000,571006128,125.0,5.2,3254,98.755657,en,"['Drama', 'Romance', 'Thriller']","['Focus Features', 'Trigger Street Productions', 'Michael De Luca Productions']","['Dakota Johnson', 'Jamie Dornan', 'Jennifer Ehle', 'Eloise Mumford', 'Victor Rasuk']",Sam Taylor-Johnson,"['Michael De Luca', 'Dana Brunetti']","['based on novel', 'perversion', 'spanking', 'billionaire', 'bdsm', 'woman director']","When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure.",13.2751532,531006128,1,2015,2,1,Medium,3,3,8.08794755464267,320000.0,0.03033967956989247,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.8660254037844386,0.5000000000000001
12279,Spy Kids 3-D: Game Over,2003-07-25,38000000,197011982,84.0,4.7,511,21.998734,en,"['Action', 'Adventure', 'Comedy', 'Family', 'Science Fiction']",['Dimension Films'],"['Antonio Banderas', 'Carla Gugino', 'Alexa PenaVega', 'Daryl Sabara', 'Sylvester Stallone']",Robert Rodriguez,"['Robert Rodriguez', 'Elizabeth Avellan']","['video game', 'intelligence', 'liberation', 'child hero', 'mission']","Carmen's caught in a virtual reality game designed by the Kids' new nemesis, the Toymaker. It's up to Juni to save his sister, and ultimately the world.",4.184525842105264,159011982,1,2003,7,3,Medium,5,1,6.238324625039508,452380.95238095237,0.04296627734375,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,-0.4999999999999997,-0.8660254037844388
1645,A Time to Kill,1996-07-24,40000000,152266007,149.0,7.0,509,25.219805,en,"['Crime', 'Drama', 'Thriller']","['Regency Enterprises', 'Warner Bros.']","['Matthew McConaughey', 'Sandra Bullock', 'Samuel L. Jackson', 'Kevin Spacey', 'Oliver Platt']",Joel Schumacher,"['Arnon Milchan', 'Michael G. Nathanson']","['ku klux klan', 'rape', 'mississippi', 'jurors', 'blackmail', 'attempted murder', 'forgiveness', 'court', 'shooting', 'murder']","A young lawyer defends a black man accused of murdering two men who raped his 10-year-old daughter, sparking a rebirth of the KKK.",2.806650175,112266007,1,1996,7,3,Medium,3,2,6.234410725718371,268456.3758389262,0.049450598039215685,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.4999999999999997,-0.8660254037844388
11007,Cheaper by the Dozen,2003-12-24,40000000,190212113,98.0,6.0,699,26.516624,en,['Comedy'],"['Twentieth Century Fox Film Corporation', 'Robert Simonds Productions']","['Steve Martin', 'Bonnie Hunt', 'Piper Perabo', 'Tom Welling', 'Hilary Duff']",Shawn Levy,"['Michael Barnathan', 'Robert Simonds']","['big family', 'new job', 'aspiring actor', 'smart kid']","The Baker brood moves to Chicago after patriarch Tom gets a job coaching football at Northwestern University, forcing his writer wife, Mary, and the couple's 12 children to make a major adjustment. The transition works well until work demands pull the parents away from home, leaving the kids bored -- and increasingly mischievous.",3.755302825,150212113,1,2003,12,4,Medium,1,2,6.551080335043404,408163.2653061224,0.03788089142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-2.4492935982947064e-16,1.0
193756,Lone Survivor,2013-12-24,40000000,149295601,121.0,7.4,1526,37.084384,en,"['Action', 'Drama', 'Thriller', 'War']","['Universal Pictures', 'Weed Road Pictures', 'Herrick Entertainment']","['Mark Wahlberg', 'Taylor Kitsch', 'Emile Hirsch', 'Ben Foster', 'Yousuf Azami']",Peter Berg,"['Akiva Goldsman', 'Mark Wahlberg']","['war', 'survival', 'navy seal', 'military', 'dangerous mission']","Based on the failed June 28, 2005 mission ""Operation Red Wing."" Four members of SEAL Team 10, were tasked with the mission to capture or kill notorious Taliban leader, Ahmad Shah. Only one member of the team survived.",2.732390025,109295601,1,2013,12,4,Medium,4,3,7.3310603052186325,330578.5123966942,0.024285778650949573,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,-2.4492935982947064e-16,1.0
11287,A League of Their Own,1992-07-01,40000000,107458785,128.0,6.7,354,21.661028,en,['Comedy'],"['Columbia Pictures Corporation', 'Parkway Productions']","['Tom Hanks', 'Geena Davis', 'Madonna', 'Lori Petty', 'Jon Lovitz']",Penny Marshall,['Robert Greenhut'],"['baseball', 'world war ii', 'sport', 'baseball player', 'female athlete', 'home front', 'woman director', '1940s']","Small-town sisters Dottie and Kit join an all-female baseball league formed after World War II brings pro baseball to a standstill. When their team hits the road with its drunken coach, the siblings find troubles and triumphs on and off the field.",1.686469625,67458785,0,1992,7,3,Medium,1,2,5.872117789475416,312500.0,0.06101698028169015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.4999999999999997,-0.8660254037844388
259693,The Conjuring 2,2016-05-13,40000000,320170008,134.0,7.0,1949,68.794673,en,['Horror'],"['New Line Cinema', 'Dune Entertainment', 'The Safran Company']","['Patrick Wilson', 'Vera Farmiga', 'Madison Wolfe', ""Frances O'Connor"", 'Lauren Esposito']",James Wan,"['Rob Cowan', 'Peter Safran']","['london england', 'england', '1970s', 'spirit', 'single mother', 'demon', 'paranormal investigation', 'demonic possession', 'valak', 'annabelle']",Lorraine and Ed Warren travel to north London to help a single mother raising four children alone in a house plagued by malicious spirits.,7.0042502,280170008,1,2016,5,2,Medium,1,3,7.575584651557793,298507.46268656716,0.03527931948717949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.49999999999999994,-0.8660254037844387
37799,The Social Network,2010-09-30,40000000,224920315,120.0,7.1,3391,69.27822,en,['Drama'],"['Columbia Pictures', 'Scott Rudin Productions', 'Relativity Media']","['Jesse Eisenberg', 'Andrew Garfield', 'Justin Timberlake', 'Armie Hammer', 'Max Minghella']",David Fincher,"['Scott Rudin', 'Michael De Luca']","['hacker', 'hacking', 'creator', 'frat party', 'social network', 'deposition', 'intellectual property', 'entrepreneur', 'arrogance', 'young entrepreneur']","On a fall night in 2003, Harvard undergrad and computer programming genius Mark Zuckerberg sits down at his computer and heatedly begins working on a new idea. In a fury of blogging and programming, what begins in his dorm room as a small site among friends soon becomes a global social network and a revolution in communication. A mere six years and 500 million friends later, Mark Zuckerberg is the youngest billionaire in history... but for this entrepreneur, success leads to both personal and legal complications.",4.623007875,184920315,1,2010,9,3,Medium,1,3,8.129174996911793,333333.3333333333,0.020424003537735852,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.0,-1.8369701987210297e-16
10184,He's Just Not That Into You,2009-02-06,40000000,177259441,129.0,6.2,959,26.253357,en,"['Comedy', 'Romance', 'Drama']","['New Line Cinema', 'Flower Films (II)', 'Internationale Filmproduktion Blackswan']","['Ben Affleck', 'Jennifer Aniston', 'Drew Barrymore', 'Jennifer Connelly', 'Kevin Connolly']",Ken Kwapis,[],"['relationship', 'ensemble cast', 'duringcreditsstinger']","Remember that really cute guy who said he'd call – and didn't? Maybe he lost your number. Maybe he's in the hospital. Maybe he's awed by your beauty, brains or success. Or maybe... he's just not that into you.",3.431486025,137259441,1,2009,2,1,Medium,3,3,6.866933284461882,310077.51937984495,0.027347246875,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.8660254037844386,0.5000000000000001
4257,Scary Movie 4,2006-04-13,45000000,178262620,83.0,5.3,750,32.549282,en,['Comedy'],['Dimension Films'],"['Anna Faris', 'Regina Hall', 'Craig Bierko', 'Bill Pullman', 'Anthony Anderson']",David Zucker,['Craig Mazin'],"['haunted house', 'alien life-form', 'riesen-ipod']","Cindy finds out the house she lives in is haunted by a little boy and goes on a quest to find out who killed him and why. Also, Alien ""Tr-iPods"" are invading the world and she has to uncover the secret in order to stop them.",2.9613915555555557,133262620,1,2006,4,2,Medium,1,1,6.621405651764134,542168.6746987952,0.04334125432756324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.8660254037844387,-0.4999999999999998
4234,Scream 3,2000-02-03,40000000,161834276,116.0,5.7,736,24.992057,en,"['Horror', 'Mystery']","['Konrad Pictures', 'Craven-Maddalena Films', 'Dimension Films']","['David Arquette', 'Neve Campbell', 'Courteney Cox', 'Patrick Dempsey', 'Scott Foley']",Wes Craven,"['Cathy Konrad', 'Kevin Williamson']","['mask', 'metal detector', 'film director', 'ex-cop', 'reporter', 'slasher', 'scream', 'series of murders']","A murdering spree begins to happen again, this time its targeted toward the original Woodsboro survivors and those associated with the movie inside a movie, 'Stab 3'. Sydney must face the demons of her past to stop the killer.",3.0458569,121834276,1,2000,2,1,Medium,2,3,6.602587892189336,344827.5862068966,0.03391052510176391,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0.8660254037844386,0.5000000000000001
196,Back to the Future Part III,1990-05-25,40000000,244527583,118.0,7.1,2900,45.769562,en,"['Adventure', 'Comedy', 'Family', 'Science Fiction']","['Universal Pictures', 'Amblin Entertainment', 'U-Drive Productions']","['Michael J. Fox', 'Christopher Lloyd', 'Mary Steenburgen', 'Thomas F. Wilson', 'Lea Thompson']",Robert Zemeckis,"['Bob Gale', 'Neil Canton']","['railroad robber', 'california', 'delorean', 'indian territory', 'sports car', 'inventor', 'locomotive', 'saloon', 'horseback riding', 'time travel']","The final installment of the Back to the Future trilogy finds Marty digging the trusty DeLorean out of a mineshaft and looking up Doc in the Wild West of 1885. But when their time machine breaks down, the travelers are stranded in a land of spurs. More problems arise when Doc falls for pretty schoolteacher Clara Clayton, and Marty tangles with Buford Tannen.",5.113189575,204527583,1,1990,5,2,Medium,4,3,7.972810784121404,338983.0508474576,0.01577716718372975,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0.49999999999999994,-0.8660254037844387
257091,Get Hard,2015-03-26,40000000,111811453,100.0,5.9,944,36.301202,en,['Comedy'],"['Gary Sanchez Productions', 'Warner Bros.']","['Will Ferrell', 'Kevin Hart', 'Alison Brie', 'Craig T. Nelson', 'T.I.']",Etan Cohen,"['Will Ferrell', 'Adam McKay']","['prison', 'training', 'framed', 'embezzlement']","When obscenely rich hedge-fund manager James is convicted of fraud and sentenced to a stretch in San Quentin, the judge gives him one month to get his affairs in order. Knowing that he won't survive more than a few minutes in prison on his own, James desperately turns to Darnell-- a black businessman who's never even had a parking ticket -- for help. As Darnell puts James through the wringer, both learn that they were wrong about many things, including each other.",1.795286325,71811453,0,2015,3,1,Medium,1,2,6.851184927493743,400000.0,0.03841397037037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.0,6.123233995736766e-17
6114,Dracula,1992-11-13,40000000,215862692,128.0,7.1,1056,45.022964,en,"['Romance', 'Horror']","['American Zoetrope', 'Columbia Pictures Corporation', 'Osiris Films']","['Gary Oldman', 'Winona Ryder', 'Anthony Hopkins', 'Keanu Reeves', 'Richard E. Grant']",Francis Ford Coppola,"['Francis Ford Coppola', 'Fred Fuchs']","['adultery', 'maze', 'vampire', 'bite', 'remake', 'rough sex', 'wake', 'religious conflict', 'bestiality', 'correspondence']","When Dracula leaves the captive Jonathan Harker and Transylvania for London in search of Mina Harker -- the spitting image of Dracula's long-dead wife, Elisabeta -- obsessed vampire hunter Dr. Van Helsing sets out to end the madness.",4.3965673,175862692,1,1992,11,4,Medium,2,3,6.963189985870238,312500.0,0.04259504635761589,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,-0.5000000000000004,0.8660254037844384
24803,Julie & Julia,2009-08-06,40000000,129540499,123.0,6.6,560,22.853006,en,"['Romance', 'Drama']","['Columbia Pictures', 'Scott Rudin Productions', 'Easy There Tiger Productions']","['Meryl Streep', 'Amy Adams', 'Stanley Tucci', 'Chris Messina', 'Linda Emond']",Nora Ephron,"['Amy Robinson', 'Nora Ephron']","['cooking', 'book', 'cookbook', 'blog', 'recipe', 'woman director', 'publishing']","Julia Child and Julie Powell – both of whom wrote memoirs – find their lives intertwined. Though separated by time and space, both women are at loose ends... until they discover that with the right combination of passion, fearlessness and butter, anything is possible.",2.238512475,89540499,1,2009,8,3,Medium,2,3,6.329720905522696,325203.2520325203,0.040736196078431375,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.8660254037844385,-0.5000000000000004
109410,42,2013-04-12,40000000,95020213,128.0,6.8,787,31.884559,en,['Drama'],['Warner Bros.'],"['Chadwick Boseman', 'T.R. Knight', 'Harrison Ford', 'Nicole Beharie', 'Christopher Meloni']",Brian Helgeland,['Thomas Tull'],"['baseball', 'biography', 'sport', 'brooklyn dodgers']","The powerful story of Jackie Robinson, the legendary baseball player who broke Major League Baseball’s color barrier when he joined the roster of the Brooklyn Dodgers. The film follows the innovative Dodgers’ general manager Branch Rickey, the MLB executive who first signed Robinson to the minors and then helped to bring him up to the show.",1.375505325,55020213,0,2013,4,2,Medium,1,1,6.669498089857879,312500.0,0.040462638324873096,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8660254037844387,-0.4999999999999998
1213,The Talented Mr. Ripley,1999-12-25,40000000,128798265,139.0,7.0,767,31.385257,en,"['Thriller', 'Crime', 'Drama']","['Paramount Pictures', 'Miramax Films', 'Timnick Films']","['Matt Damon', 'Gwyneth Paltrow', 'Jude Law', 'Cate Blanchett', 'Philip Seymour Hoffman']",Anthony Minghella,"['Tom Sternberg', 'William Horberg']","['venice', 'italy', 'gay', 'new york', 'lovesickness', 'double life', 'dual identity', 'jealousy', 'secret identity', 'new love']","Tom Ripley is a calculating young man who believes it's better to be a fake somebody than a real nobody. Opportunity knocks in the form of a wealthy U.S. shipbuilder who hires Tom to travel to Italy to bring back his playboy son, Dickie. Ripley worms his way into the idyllic lives of Dickie and his girlfriend, plunging into a daring scheme of duplicity, lies and murder.",2.219956625,88798265,1,1999,12,4,Medium,3,3,6.643789733147672,287769.7841726619,0.04086622005208333,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-2.4492935982947064e-16,1.0
100042,Dumb and Dumber To,2014-11-12,40000000,169837010,110.0,5.4,1127,67.767785,en,['Comedy'],"['New Line Cinema', 'Universal Pictures', 'Conundrum Entertainment']","['Jim Carrey', 'Jeff Daniels', 'Rachel Melvin', 'Kathleen Turner', 'Brady Bluhm']",Bobby Farrelly,"['Bobby Farrelly', 'Peter Farrelly']","['friendship', 'sequel', 'road movie', 'buddy comedy']","20 years after the dimwits set out on their first adventure, they head out in search of one of their long lost children in the hope of gaining a new kidney.",3.24592525,129837010,1,2014,11,4,Medium,1,3,7.028201432058005,363636.36363636365,0.06007782358156029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.5000000000000004,0.8660254037844384
9036,Eight Below,2006-02-17,40000000,120455994,120.0,6.7,542,24.287306,en,"['Adventure', 'Drama', 'Family']","['Walt Disney Pictures', 'Spyglass Entertainment', 'Vertigo Entertainment']","['Paul Walker', 'Bruce Greenwood', 'Moon Bloodgood', 'Jason Biggs', 'Gerard Plunkett']",Frank Marshall,"['Roger Birnbaum', 'Gary Barber']","['expedition', 'pilot', 'survival', 'sled dogs', 'seal']","In the Antarctic, after an expedition with Dr. Davis McClaren, the sled dog trainer Jerry Shepherd has to leave the polar base with his colleagues due to the proximity of a heavy snow storm. He ties his dogs to be rescued after, but the mission is called-off and the dogs are left alone at their own fortune. For six months, Jerry tries to find a sponsor for a rescue mission.",2.01139985,80455994,1,2006,2,1,Medium,3,3,6.297109319933935,333333.3333333333,0.04472800368324125,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.8660254037844386,0.5000000000000001
257211,The Intern,2015-09-24,35000000,194564672,121.0,7.1,1881,53.114573,en,['Comedy'],"['Waverly Films', 'Warner Bros.']","['Robert De Niro', 'Anne Hathaway', 'Rene Russo', 'Anders Holm', 'JoJo Kushner']",Nancy Meyers,"['Nancy Meyers', 'Suzanne McNeill Farwell']","['intern', 'woman director']","70-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin.",4.558990628571428,159564672,1,2015,9,3,Medium,1,2,7.540090320145325,289256.19834710745,0.028222408607863975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1.0,-1.8369701987210297e-16
323675,Ride Along 2,2016-01-14,40000000,124827316,102.0,6.1,555,25.136082,en,"['Action', 'Comedy']","['Universal Pictures', 'Cube Vision', 'Will Packer Productions']","['Kevin Hart', 'Ice Cube', 'Olivia Munn', 'Tika Sumpter', 'Ken Jeong']",Tim Story,"['Ice Cube', 'Larry Brezner']","['police', 'sequel', 'police officer', 'brother-in-law brother-in-law relationship', 'black men', 'buddy film']","As his wedding day approaches, Ben heads to Miami with his soon-to-be brother-in-law James to bring down a drug dealer who's supplying the dealers of Atlanta with product.",2.1206829,84827316,1,2016,1,1,Medium,2,3,6.320768294250582,392156.862745098,0.045208780575539564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.49999999999999994,0.8660254037844387
9361,The Last of the Mohicans,1992-09-25,40000000,75505856,112.0,7.1,732,37.776566,en,"['Action', 'Adventure', 'Drama', 'History', 'Romance', 'War']",['Morgan Creek Productions'],"['Daniel Day-Lewis', 'Madeleine Stowe', 'Russell Means', 'Eric Schweig', 'Jodhi May']",Michael Mann,"['Michael Mann', 'Hunt Lowry']","['secret love', 'mohawk', 'native american', '18th century', 'french and indian war']","As the English and French soldiers battle for control of the American colonies in the 18th century, the settlers and native Americans are forced to take sides. Cora and her sister Alice unwittingly walk into trouble but are reluctantly saved by Hawkeye, an orphaned settler adopted by the last of the Mohicans.",0.8876464,35505856,0,1992,9,3,Medium,6,1,6.597145701886651,357142.85714285716,0.05153692496589359,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,-1.0,-1.8369701987210297e-16
1677,Ray,2004-10-29,40000000,124731534,152.0,7.2,467,21.743321,en,"['Drama', 'Music']","['Universal Pictures', 'Bristol Bay Productions', 'Baldwin Entertainment Group']","['Jamie Foxx', 'Kerry Washington', 'Regina King', 'Harry Lennix', 'Clifton Powell']",Taylor Hackford,"['Taylor Hackford', 'Howard Baldwin']","['black people', 'soul', 'country music', 'loss of brother', '1970s', 'jazz', 'blindness and impaired vision', 'georgia', 'overdose', 'bus ride']","Born on a sharecropping plantation in Northern Florida, Ray Charles went blind at seven. Inspired by a fiercely independent mom who insisted he make his own way, He found his calling and his gift behind a piano keyboard. Touring across the Southern musical circuit, the soulful singer gained a reputation and then exploded with worldwide fame when he pioneered couping gospel and country together.",2.11828835,84731534,1,2004,10,4,Medium,2,3,6.148468295917647,263157.8947368421,0.04646008760683761,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.8660254037844386,0.5000000000000001
187,Sin City,2005-04-01,40000000,158733820,124.0,7.2,2691,66.003433,en,"['Action', 'Thriller', 'Crime']","['Dimension Films', 'Troublemaker Studios', 'Miramax']","['Jessica Alba', 'Devon Aoki', 'Clive Owen', 'Rosario Dawson', 'Mickey Rourke']",Robert Rodriguez,['Elizabeth Avellan'],"['dystopia', 'based on comic book', 'held captive', 'based on graphic novel', 'black and white and color', 'black and white scene', 'black and white to color', 'mysterious killer', 'doing the right thing', 'mercedes']","Welcome to Sin City. This town beckons to the tough, the corrupt, the brokenhearted. Some call it dark… Hard-boiled. Then there are those who call it home — Crooked cops, sexy dames, desperate vigilantes. Some are seeking revenge, others lust after redemption, and then there are those hoping for a little of both. A universe of unlikely and reluctant heroes still trying to do the right thing in a city that refuses to care.",2.9683455,118733820,1,2005,4,2,Medium,3,3,7.898039690764619,322580.6451612903,0.02451836292719168,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0.8660254037844387,-0.4999999999999998
7461,Vantage Point,2008-02-01,40000000,151161491,90.0,6.2,716,24.862767,en,"['Drama', 'Action', 'Thriller', 'Crime']","['Columbia Pictures', 'Original Film', 'Kanzaman']","['Dennis Quaid', 'Matthew Fox', 'Forest Whitaker', 'Sigourney Weaver', 'William Hurt']",Pete Travis,['Neal H. Moritz'],"['bomb', 'terror', 'spain', 'usa president', 'terrorist', 'war against terror', 'camera', 'car journey', 'press', 'television']",The attempted assassination of the American President is told and re-told from several different perspectives.,2.779037275,111161491,1,2008,2,1,Medium,4,3,6.57507584059962,444444.44444444444,0.034676104602510464,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0.8660254037844386,0.5000000000000001
16538,"I Love You, Man",2009-03-20,41000000,91636986,105.0,6.5,515,25.391899,en,['Comedy'],"['The Montecito Picture Company', 'De Line Pictures', 'Bernard Gayle Productions']","['Paul Rudd', 'Jason Segel', 'Rashida Jones', 'Andy Samberg', 'J.K. Simmons']",John Hamburg,"['John Hamburg', 'Donald De Line']","['poker', 'bondage', 'duringcreditsstinger']","Peter Klaven is a successful real estate agent who, upon getting engaged to the woman of his dreams, Zooey, discovers, to his dismay and chagrin, that he has no male friend close enough to serve as his Best Man. Peter immediately sets out to rectify the situation, embarking on a series of bizarre and awkward ""man-dates.""",1.2350484390243903,50636986,0,2009,3,1,Medium,1,3,6.246106765481563,390476.1904761905,0.04920910658914728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.0,6.123233995736766e-17
9889,Shallow Hal,2001-11-01,40000000,141069860,114.0,5.7,731,29.854773,en,"['Comedy', 'Romance']",['Twentieth Century Fox Film Corporation'],"['Gwyneth Paltrow', 'Jack Black', 'Jason Alexander', 'Joe Viterelli', 'Bruce McGill']",Bobby Farrelly,"['Bobby Farrelly', 'Peter Farrelly']","['overweight', 'beauty', 'hypnosis', 'overweight man', 'overweight woman', 'oberflächlichkeit', 'kompliment', 'obesity', 'fat suit', 'beauty standards']","A shallow man falls in love with a 300 pound woman because of her ""inner beauty"".",2.5267465,101069860,1,2001,11,4,Medium,2,1,6.595780513961311,350877.1929824561,0.040785209016393445,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,-0.5000000000000004,0.8660254037844384
820,JFK,1991-12-20,40000000,205405498,189.0,7.5,502,26.82041,en,"['Drama', 'Thriller', 'History']","['Camelot Productions', 'Canal Plus Group', 'Ixtlan Productions']","['Kevin Costner', 'Tommy Lee Jones', 'Gary Oldman', 'Kevin Bacon', 'Michael Rooker']",Oliver Stone,"['Oliver Stone', 'A. Kitman Ho']","['assassination', 'cia', 'homophobia', 'new orleans', 'vietnam war', 'john f. kennedy', 'investigation', 'government', 'historical figure', 'president']",New Orleans District Attorney Jim Garrison discovers there's more to the Kennedy assassination than the official story.,4.13513745,165405498,1,1991,12,4,Medium,3,3,6.220590170099739,211640.21164021164,0.05332089463220676,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,-2.4492935982947064e-16,1.0
11565,Big Momma's House 2,2006-01-26,40000000,138259062,99.0,5.4,371,17.61292,en,"['Comedy', 'Crime']","['Twentieth Century Fox Film Corporation', 'Regency Enterprises', 'Epsilon Motion Pictures']","['Martin Lawrence', 'Nia Long', 'Emily Procter', 'Zachary Levi', 'Mark Moses']",John Whitesell,"['David T. Friendly', 'Michael Green']","['undercover', 'nanny', 'computer virus', 'stress', 'undercover agent', 'overweight woman', 'children', 'disguise', 'fbi agent', 'impersonation']","FBI agent Malcolm Turner goes back undercover as Big Momma, a slick-talking, slam-dunking Southern granny with attitude to spare! Now this granny must play nanny to three dysfunctional upper class kids in order to spy on their computer hacked dad.",2.45647655,98259062,1,2006,1,1,Medium,2,3,5.918893854273146,404040.404040404,0.047346559139784944,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.49999999999999994,0.8660254037844387
